file,tool,mode,attempted,success,returncode,warning_count,error_count,log_path
/home/yichen/Desktop/Deepseek_SDF06/F001.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F001_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F001.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F001_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F001.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F001_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F002.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F002_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F002.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F002_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F002.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F002_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F003.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F003_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F003.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F003_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F003.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F003_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F004.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F004_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F004.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F004_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F004.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F004_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F005.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F005_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F005.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F005_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F005.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F005_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F006.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F006_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F006.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F006_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F006.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F006_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F007.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F007_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F007.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F007_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F007.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F007_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F008.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F008_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F008.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F008_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F008.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F008_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F009.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F009_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F009.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F009_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F009.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F009_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F010.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F010_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F010.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F010_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F010.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F010_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F011.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F011_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F011.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F011_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F011.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F011_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F012.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F012_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F012.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F012_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F012.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F012_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F013.c,gcc,normal,True,True,0,1,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F013_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F013.c,clang,normal,True,True,0,2,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F013_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F013.c,gcc,asan,True,True,0,1,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F013_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F014.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F014_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F014.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F014_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F014.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F014_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F015.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F015_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F015.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F015_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F015.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F015_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F016.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F016_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F016.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F016_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F016.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F016_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F017.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F017_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F017.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F017_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F017.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F017_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F018.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F018_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F018.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F018_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F018.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F018_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F019.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F019_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F019.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F019_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F019.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F019_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F020.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F020_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F020.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F020_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F020.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F020_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F021.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F021_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F021.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F021_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F021.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F021_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F022.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F022_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F022.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F022_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F022.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F022_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F023.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F023_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F023.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F023_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F023.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F023_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F024.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F024_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F024.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F024_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F024.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F024_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F025.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F025_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F025.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F025_clang_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F025.c,gcc,asan,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F025_gcc_asan.log
/home/yichen/Desktop/Deepseek_SDF06/F026.c,gcc,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F026_gcc_normal.log
/home/yichen/Desktop/Deepseek_SDF06/F026.c,clang,normal,True,True,0,0,0,/home/yichen/Desktop/Deepseek_SDF_Results06/logs/F026_clang_normal.log
