file,line,severity,confidence,domain,subdomain,category,check_id,message,evidence
/home/yichen/Desktop/Qwen_Security_Prompt08/F001.c,47,medium,review,memory,memory_copy,memory,dangerous_function:memmove,memmove requires a destination bound that is not proven here,"memmove(text, text + 1, strlen(text));"
/home/yichen/Desktop/Qwen_Security_Prompt08/F001.c,61,medium,review,memory,memory_string,dangerous_function,dangerous_function:sprintf,sprintf writes without an explicit destination size,"sprintf(nt, ""%s %s"", p->text, text);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F001.c,41,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"while (scanf(""%s"", cmd) == 1 && strcmp(cmd, ""END"")) {"
/home/yichen/Desktop/Qwen_Security_Prompt08/F001.c,43,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", id);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F001.c,69,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", id);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F001.c,91,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", id);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F001.c,16,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,P *n = malloc(sizeof(P));
/home/yichen/Desktop/Qwen_Security_Prompt08/F001.c,17,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->id = strdup(id);
/home/yichen/Desktop/Qwen_Security_Prompt08/F001.c,18,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->text = strdup(text);
/home/yichen/Desktop/Qwen_Security_Prompt08/F001.c,53,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,p->text = strdup(text);
/home/yichen/Desktop/Qwen_Security_Prompt08/F001.c,60,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *nt = malloc(strlen(p->text) + strlen(text) + 2);
/home/yichen/Desktop/Qwen_Security_Prompt08/F001.c,47,medium,confirmed,memory,memory_copy,memory,tainted_sink:memmove,externally controlled input appears to reach memmove argument 2,"memmove(text, text + 1, strlen(text));"
/home/yichen/Desktop/Qwen_Security_Prompt08/F002.c,43,medium,review,memory,memory_copy,memory,dangerous_function:memmove,memmove requires a destination bound that is not proven here,"memmove(msg, msg + 1, strlen(msg));"
/home/yichen/Desktop/Qwen_Security_Prompt08/F002.c,52,medium,review,memory,memory_string,dangerous_function,dangerous_function:sprintf,sprintf writes without an explicit destination size,"sprintf(nm, ""%s %s"", m1->msg, m2->msg);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F002.c,37,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"while (scanf(""%s"", cmd) == 1 && strcmp(cmd, ""END"")) {"
/home/yichen/Desktop/Qwen_Security_Prompt08/F002.c,39,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", t1);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F002.c,47,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s %s %s"", t1, t2, t3);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F002.c,61,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", t1);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F002.c,80,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", t1);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F002.c,15,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,M *n = malloc(sizeof(M));
/home/yichen/Desktop/Qwen_Security_Prompt08/F002.c,16,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->tag = strdup(tag);
/home/yichen/Desktop/Qwen_Security_Prompt08/F002.c,17,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->msg = strdup(msg);
/home/yichen/Desktop/Qwen_Security_Prompt08/F002.c,51,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *nm = malloc(strlen(m1->msg) + strlen(m2->msg) + 2);
/home/yichen/Desktop/Qwen_Security_Prompt08/F002.c,43,medium,confirmed,memory,memory_copy,memory,tainted_sink:memmove,externally controlled input appears to reach memmove argument 2,"memmove(msg, msg + 1, strlen(msg));"
/home/yichen/Desktop/Qwen_Security_Prompt08/F003.c,25,medium,review,memory,memory_copy,memory,dangerous_function:memmove,memmove requires a destination bound that is not proven here,"memmove(exp, exp + 1, strlen(exp));"
/home/yichen/Desktop/Qwen_Security_Prompt08/F003.c,19,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"while (scanf(""%s"", cmd) == 1 && strcmp(cmd, ""END"")) {"
/home/yichen/Desktop/Qwen_Security_Prompt08/F003.c,21,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", n1);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F003.c,42,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", n1);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F003.c,58,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s %s"", n1, n2);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F003.c,68,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", n1);"
/home/yichen/Desktop/Qwen_Security_Prompt08/F003.c,33,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,p->exp = strdup(exp);
/home/yichen/Desktop/Qwen_Security_Prompt08/F003.c,35,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,A *nn = malloc(sizeof(A));
/home/yichen/Desktop/Qwen_Security_Prompt08/F003.c,36,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,nn->name = strdup(n1);
/home/yichen/Desktop/Qwen_Security_Prompt08/F003.c,37,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,nn->exp = strdup(exp);
/home/yichen/Desktop/Qwen_Security_Prompt08/F003.c,65,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,p->name = strdup(n2);
