file,line,severity,confidence,domain,subdomain,category,check_id,message,evidence
/home/yichen/Desktop/Qwen_Baseline06/F001.c,21,medium,review,memory,memory_copy,memory,dangerous_function:memmove,memmove requires a destination bound that is not proven here,"while(t[0]==' ') memmove(t, t+1, strlen(t));"
/home/yichen/Desktop/Qwen_Baseline06/F001.c,35,medium,review,memory,memory_string,dangerous_function,dangerous_function:sprintf,sprintf writes without an explicit destination size,"sprintf(nt, ""%s %s"", a[x].text, t);"
/home/yichen/Desktop/Qwen_Baseline06/F001.c,27,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"while(scanf(""%s"", c)==1 && strcmp(c, ""END"")) {"
/home/yichen/Desktop/Qwen_Baseline06/F001.c,29,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", i); read_text(t); add(i, t);"
/home/yichen/Desktop/Qwen_Baseline06/F001.c,31,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", i); read_text(t);"
/home/yichen/Desktop/Qwen_Baseline06/F001.c,39,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", i); read_text(t);"
/home/yichen/Desktop/Qwen_Baseline06/F001.c,43,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", i); int x = find(i);"
/home/yichen/Desktop/Qwen_Baseline06/F001.c,50,high,confirmed,memory,memory_string,input,scanf_unbounded_string_conversion,scanf format contains unbounded %s conversion,"scanf(""%s"", i); int x = find(i);"
/home/yichen/Desktop/Qwen_Baseline06/F001.c,10,medium,likely,memory,memory_heap,memory,realloc_direct_assign,realloc result is assigned directly to the original pointer,"a = realloc(a, (n+1)*sizeof(P));"
/home/yichen/Desktop/Qwen_Baseline06/F001.c,10,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,"a = realloc(a, (n+1)*sizeof(P));"
/home/yichen/Desktop/Qwen_Baseline06/F001.c,11,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,a[n].id = strdup(i); a[n].text = strdup(t); n++;
/home/yichen/Desktop/Qwen_Baseline06/F001.c,34,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *nt = malloc(strlen(a[x].text)+strlen(t)+2);
/home/yichen/Desktop/Qwen_Baseline06/F001.c,41,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,if(x!=-1) { free(a[x].text); a[x].text = strdup(t); }
/home/yichen/Desktop/Qwen_Baseline06/F001.c,21,medium,confirmed,memory,memory_copy,memory,tainted_sink:memmove,externally controlled input appears to reach memmove argument 2,"while(t[0]==' ') memmove(t, t+1, strlen(t));"
