task_id,task_category,case_name,model,prompt_type,run_id,source_label,compile_status,run_status,passed,test_match,hard_checks_passed,functional_category,failure_reasons,hard_failure_reasons,classification_reason,compile_sec,runtime_sec,source_file
F001,Dynamic text buffers,paragraph notebook add/append/delete/list,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.048,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F001.c
F002,Dynamic text buffers,tag collector concat/remove/report,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.043,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F002.c
F003,Dynamic text buffers,alias define/rename/erase/dump,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F003.c
F004,Dynamic text buffers,template render and unset,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F004.c
F005,Dynamic text buffers,line editor insert/patch/delete,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F005.c
F006,Dynamic arrays and capacity growth,inventory add/take/count/report,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F006.c
F007,Dynamic arrays and capacity growth,activity log find/sort/delete,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F007.c
F008,Dynamic arrays and capacity growth,gradebook update/drop/average,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F008.c
F009,Dynamic arrays and capacity growth,grouped event merge/delete/count,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F009.c
F010,Dynamic arrays and capacity growth,name-to-list add/remove/values/keys,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F010.c
F011,Ownership and lifetime workflows,draft revise/discard/restore,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F011.c
F012,Ownership and lifetime workflows,checkout queue serve/cancel/rejoin,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,failed,0,0,1,acceptable_difference,order_mismatch:Bob -> second note -> Ann -> Bob,,hard checks passed; strict test checks differed: order_mismatch:Bob -> second note -> Ann -> Bob,0.041,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F012.c
F013,Ownership and lifetime workflows,task mover todo/doing/done,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F013.c
F014,Ownership and lifetime workflows,label tracker unlabel/delete,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.050,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F014.c
F015,Ownership and lifetime workflows,contact note/merge/delete,Deepseek,Security Design First,04,Deepseek_SDF04,compiled,passed,1,1,1,test_match,,,,0.060,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF04/F015.c
