file,line,severity,confidence,domain,subdomain,category,check_id,message,evidence
/home/yichen/Desktop/Qwen_GSCP06/F001.c,55,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,Para* n = malloc(sizeof(Para));
/home/yichen/Desktop/Qwen_GSCP06/F001.c,56,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->id = strdup(id);
/home/yichen/Desktop/Qwen_GSCP06/F001.c,57,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->text = strdup(p);
/home/yichen/Desktop/Qwen_GSCP06/F001.c,72,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char* new_text = malloc(len);
/home/yichen/Desktop/Qwen_GSCP06/F001.c,82,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->text = strdup(p);
/home/yichen/Desktop/Qwen_GSCP06/F002.c,54,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,Msg* n = malloc(sizeof(Msg));
/home/yichen/Desktop/Qwen_GSCP06/F002.c,55,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->tag = strdup(tag);
/home/yichen/Desktop/Qwen_GSCP06/F002.c,56,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->msg = strdup(p);
/home/yichen/Desktop/Qwen_GSCP06/F002.c,67,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char* combined = malloc(len);
/home/yichen/Desktop/Qwen_GSCP06/F002.c,69,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,Msg* n = malloc(sizeof(Msg));
/home/yichen/Desktop/Qwen_GSCP06/F002.c,70,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->tag = strdup(newtag);
/home/yichen/Desktop/Qwen_GSCP06/F003.c,57,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,a->exp = strdup(p);
/home/yichen/Desktop/Qwen_GSCP06/F003.c,59,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,Alias* n = malloc(sizeof(Alias));
/home/yichen/Desktop/Qwen_GSCP06/F003.c,60,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->name = strdup(name);
/home/yichen/Desktop/Qwen_GSCP06/F003.c,61,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->exp = strdup(p);
/home/yichen/Desktop/Qwen_GSCP06/F003.c,75,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,a->name = strdup(new_name);
/home/yichen/Desktop/Qwen_GSCP06/F004.c,81,low,review,memory,memory_string,memory,dangerous_function:strncpy,strncpy can leave the destination unterminated unless null termination is proven,"strncpy(k, p_text + 1, klen);"
/home/yichen/Desktop/Qwen_GSCP06/F004.c,83,low,review,memory,memory_string,memory,dangerous_function:strncat,strncat requires a remaining-capacity calculation,"if (v) strncat(out, v->val, sizeof(out) - strlen(out) - 1);"
/home/yichen/Desktop/Qwen_GSCP06/F004.c,86,low,review,memory,memory_string,memory,dangerous_function:strncat,strncat requires a remaining-capacity calculation,"strncat(out, p_text, plen < sizeof(out) - strlen(out) ? plen : sizeof(out) - strlen(out) - 1);"
/home/yichen/Desktop/Qwen_GSCP06/F004.c,89,low,review,memory,memory_string,memory,dangerous_function:strncat,strncat requires a remaining-capacity calculation,"strncat(out, p_text, end - p_text + 1);"
/home/yichen/Desktop/Qwen_GSCP06/F004.c,93,low,review,memory,memory_string,memory,dangerous_function:strncat,strncat requires a remaining-capacity calculation,"strncat(out, ""{"", sizeof(out) - strlen(out) - 1);"
/home/yichen/Desktop/Qwen_GSCP06/F004.c,98,low,review,memory,memory_string,memory,dangerous_function:strncat,strncat requires a remaining-capacity calculation,"strncat(out, c, sizeof(out) - strlen(out) - 1);"
/home/yichen/Desktop/Qwen_GSCP06/F004.c,50,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,v->val = strdup(p);
/home/yichen/Desktop/Qwen_GSCP06/F004.c,52,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,Var* n = malloc(sizeof(Var));
/home/yichen/Desktop/Qwen_GSCP06/F004.c,53,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->key = strdup(key);
/home/yichen/Desktop/Qwen_GSCP06/F004.c,54,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,n->val = strdup(p);
/home/yichen/Desktop/Qwen_GSCP06/F005.c,58,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,int idx = atoi(idx_str);
/home/yichen/Desktop/Qwen_GSCP06/F005.c,82,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,int idx = atoi(idx_str);
/home/yichen/Desktop/Qwen_GSCP06/F005.c,98,low,review,auxiliary,auxiliary_integer,integer,dangerous_function:atoi,atoi has no reliable error reporting for invalid numeric input,int idx = atoi(idx_str);
/home/yichen/Desktop/Qwen_GSCP06/F005.c,60,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,Line* n = malloc(sizeof(Line));
