file,tool,attempted,status,success,returncode,finding_count,line,severity,check_id,message,evidence,log_path
/home/yichen/Desktop/Deepseek_GSCP03/F001.c,cppcheck,True,success,True,0,5,2,information,missingIncludeSystem,Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F001.c|2|information|missingIncludeSystem|Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F001_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F001.c,cppcheck,True,success,True,0,5,3,information,missingIncludeSystem,Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F001.c|3|information|missingIncludeSystem|Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F001_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F001.c,cppcheck,True,success,True,0,5,4,information,missingIncludeSystem,Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F001.c|4|information|missingIncludeSystem|Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F001_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F001.c,cppcheck,True,success,True,0,5,116,style,unusedVariable,Unused variable: text,/home/yichen/Desktop/Deepseek_GSCP03/F001.c|116|style|unusedVariable|Unused variable: text,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F001_cppcheck.log
nofile,cppcheck,True,success,True,0,5,0,information,checkersReport,Active checkers: 113/592 (use --checkers-report=<filename> to see details),nofile|0|information|checkersReport|Active checkers: 113/592 (use --checkers-report=<filename> to see details),/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F001_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F002.c,cppcheck,True,success,True,0,6,2,information,missingIncludeSystem,Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F002.c|2|information|missingIncludeSystem|Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F002_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F002.c,cppcheck,True,success,True,0,6,3,information,missingIncludeSystem,Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F002.c|3|information|missingIncludeSystem|Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F002_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F002.c,cppcheck,True,success,True,0,6,4,information,missingIncludeSystem,Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F002.c|4|information|missingIncludeSystem|Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F002_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F002.c,cppcheck,True,success,True,0,6,59,style,constVariablePointer,Variable 'm1' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP03/F002.c|59|style|constVariablePointer|Variable 'm1' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F002_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F002.c,cppcheck,True,success,True,0,6,60,style,constVariablePointer,Variable 'm2' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP03/F002.c|60|style|constVariablePointer|Variable 'm2' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F002_cppcheck.log
nofile,cppcheck,True,success,True,0,6,0,information,checkersReport,Active checkers: 113/592 (use --checkers-report=<filename> to see details),nofile|0|information|checkersReport|Active checkers: 113/592 (use --checkers-report=<filename> to see details),/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F002_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F003.c,cppcheck,True,success,True,0,4,2,information,missingIncludeSystem,Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F003.c|2|information|missingIncludeSystem|Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F003_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F003.c,cppcheck,True,success,True,0,4,3,information,missingIncludeSystem,Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F003.c|3|information|missingIncludeSystem|Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F003_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F003.c,cppcheck,True,success,True,0,4,4,information,missingIncludeSystem,Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F003.c|4|information|missingIncludeSystem|Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F003_cppcheck.log
nofile,cppcheck,True,success,True,0,4,0,information,checkersReport,Active checkers: 113/592 (use --checkers-report=<filename> to see details),nofile|0|information|checkersReport|Active checkers: 113/592 (use --checkers-report=<filename> to see details),/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F003_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F004.c,cppcheck,True,success,True,0,5,2,information,missingIncludeSystem,Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F004.c|2|information|missingIncludeSystem|Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F004_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F004.c,cppcheck,True,success,True,0,5,3,information,missingIncludeSystem,Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F004.c|3|information|missingIncludeSystem|Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F004_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F004.c,cppcheck,True,success,True,0,5,4,information,missingIncludeSystem,Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F004.c|4|information|missingIncludeSystem|Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F004_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F004.c,cppcheck,True,success,True,0,5,64,style,constVariablePointer,Variable 'v' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP03/F004.c|64|style|constVariablePointer|Variable 'v' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F004_cppcheck.log
nofile,cppcheck,True,success,True,0,5,0,information,checkersReport,Active checkers: 113/592 (use --checkers-report=<filename> to see details),nofile|0|information|checkersReport|Active checkers: 113/592 (use --checkers-report=<filename> to see details),/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F004_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F005.c,cppcheck,True,success,True,0,4,2,information,missingIncludeSystem,Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F005.c|2|information|missingIncludeSystem|Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F005_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F005.c,cppcheck,True,success,True,0,4,3,information,missingIncludeSystem,Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F005.c|3|information|missingIncludeSystem|Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F005_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F005.c,cppcheck,True,success,True,0,4,4,information,missingIncludeSystem,Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F005.c|4|information|missingIncludeSystem|Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F005_cppcheck.log
nofile,cppcheck,True,success,True,0,4,0,information,checkersReport,Active checkers: 113/592 (use --checkers-report=<filename> to see details),nofile|0|information|checkersReport|Active checkers: 113/592 (use --checkers-report=<filename> to see details),/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F005_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F006.c,cppcheck,True,success,True,0,5,2,information,missingIncludeSystem,Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F006.c|2|information|missingIncludeSystem|Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F006_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F006.c,cppcheck,True,success,True,0,5,3,information,missingIncludeSystem,Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F006.c|3|information|missingIncludeSystem|Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F006_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F006.c,cppcheck,True,success,True,0,5,4,information,missingIncludeSystem,Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F006.c|4|information|missingIncludeSystem|Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F006_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F006.c,cppcheck,True,success,True,0,5,64,style,constVariablePointer,Variable 'i' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP03/F006.c|64|style|constVariablePointer|Variable 'i' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F006_cppcheck.log
nofile,cppcheck,True,success,True,0,5,0,information,checkersReport,Active checkers: 113/592 (use --checkers-report=<filename> to see details),nofile|0|information|checkersReport|Active checkers: 113/592 (use --checkers-report=<filename> to see details),/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F006_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F007.c,cppcheck,True,success,True,0,9,2,information,missingIncludeSystem,Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F007.c|2|information|missingIncludeSystem|Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F007_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F007.c,cppcheck,True,success,True,0,9,3,information,missingIncludeSystem,Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F007.c|3|information|missingIncludeSystem|Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F007_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F007.c,cppcheck,True,success,True,0,9,4,information,missingIncludeSystem,Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F007.c|4|information|missingIncludeSystem|Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F007_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F007.c,cppcheck,True,success,True,0,9,123,style,redundantCondition,Redundant condition: The condition '*note' is redundant since '*note == ' '' is sufficient.,/home/yichen/Desktop/Deepseek_GSCP03/F007.c|123|style|redundantCondition|Redundant condition: The condition '*note' is redundant since '*note == ' '' is sufficient.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F007_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F007.c,cppcheck,True,success,True,0,9,125,style,redundantCondition,Redundant condition: The condition '*note' is redundant since '*note == ' '' is sufficient.,/home/yichen/Desktop/Deepseek_GSCP03/F007.c|125|style|redundantCondition|Redundant condition: The condition '*note' is redundant since '*note == ' '' is sufficient.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F007_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F007.c,cppcheck,True,success,True,0,9,51,style,constVariablePointer,Variable 'earliest' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP03/F007.c|51|style|constVariablePointer|Variable 'earliest' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F007_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F007.c,cppcheck,True,success,True,0,9,68,style,constVariablePointer,Variable 'a1' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP03/F007.c|68|style|constVariablePointer|Variable 'a1' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F007_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F007.c,cppcheck,True,success,True,0,9,69,style,constVariablePointer,Variable 'a2' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP03/F007.c|69|style|constVariablePointer|Variable 'a2' can be declared as pointer to const,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F007_cppcheck.log
nofile,cppcheck,True,success,True,0,9,0,information,checkersReport,Active checkers: 113/592 (use --checkers-report=<filename> to see details),nofile|0|information|checkersReport|Active checkers: 113/592 (use --checkers-report=<filename> to see details),/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F007_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F008.c,cppcheck,True,success,True,0,8,2,information,missingIncludeSystem,Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F008.c|2|information|missingIncludeSystem|Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F008_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F008.c,cppcheck,True,success,True,0,8,3,information,missingIncludeSystem,Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F008.c|3|information|missingIncludeSystem|Include file: <stdlib.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F008_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F008.c,cppcheck,True,success,True,0,8,4,information,missingIncludeSystem,Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F008.c|4|information|missingIncludeSystem|Include file: <string.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F008_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F008.c,cppcheck,True,success,True,0,8,114,style,redundantCondition,Redundant condition: The condition '*note' is redundant since '*note == ' '' is sufficient.,/home/yichen/Desktop/Deepseek_GSCP03/F008.c|114|style|redundantCondition|Redundant condition: The condition '*note' is redundant since '*note == ' '' is sufficient.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F008_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F008.c,cppcheck,True,success,True,0,8,116,style,redundantCondition,Redundant condition: The condition '*note' is redundant since '*note == ' '' is sufficient.,/home/yichen/Desktop/Deepseek_GSCP03/F008.c|116|style|redundantCondition|Redundant condition: The condition '*note' is redundant since '*note == ' '' is sufficient.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F008_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F008.c,cppcheck,True,success,True,0,8,129,style,redundantCondition,Redundant condition: The condition '*note' is redundant since '*note == ' '' is sufficient.,/home/yichen/Desktop/Deepseek_GSCP03/F008.c|129|style|redundantCondition|Redundant condition: The condition '*note' is redundant since '*note == ' '' is sufficient.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F008_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F008.c,cppcheck,True,success,True,0,8,131,style,redundantCondition,Redundant condition: The condition '*note' is redundant since '*note == ' '' is sufficient.,/home/yichen/Desktop/Deepseek_GSCP03/F008.c|131|style|redundantCondition|Redundant condition: The condition '*note' is redundant since '*note == ' '' is sufficient.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F008_cppcheck.log
nofile,cppcheck,True,success,True,0,8,0,information,checkersReport,Active checkers: 113/592 (use --checkers-report=<filename> to see details),nofile|0|information|checkersReport|Active checkers: 113/592 (use --checkers-report=<filename> to see details),/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F008_cppcheck.log
/home/yichen/Desktop/Deepseek_GSCP03/F009.c,cppcheck,True,success,True,0,5,2,information,missingIncludeSystem,Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP03/F009.c|2|information|missingIncludeSystem|Include file: <stdio.h> not found. Please note: Cppcheck does not need standard library headers to get proper results.,/home/yichen/Desktop/Deepseek_GSCP_Results03/logs/F009_cppcheck.log
