task_id,task_category,case_name,model,prompt_type,run_id,source_label,compile_status,run_status,passed,test_match,hard_checks_passed,functional_category,failure_reasons,hard_failure_reasons,classification_reason,compile_sec,runtime_sec,source_file
F001,Dynamic text buffers,paragraph notebook add/append/delete/list,Deepseek,Deepseek_Security_Prompt05,05,Deepseek_Security_Prompt05,compiled,failed,0,0,0,implementation_error,missing:beta;order_mismatch:first paragraph -> plus more -> NOT_FOUND -> beta,missing:beta,hard checks failed: missing:beta,0.048,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Security_Prompt/Deepseek_Security_Prompt05/F001.c
F002,Dynamic text buffers,tag collector concat/remove/report,Deepseek,Deepseek_Security_Prompt05,05,Deepseek_Security_Prompt05,compile_failed,not_run,0,0,0,implementation_error,compile_failed,compile_failed,compile did not produce a runnable program,0.016,,/home/yichen/Desktop/Code/Deepseek/Deepseek_Security_Prompt/Deepseek_Security_Prompt05/F002.c
F003,Dynamic text buffers,alias define/rename/erase/dump,Deepseek,Deepseek_Security_Prompt05,05,Deepseek_Security_Prompt05,compiled,failed,0,0,0,implementation_error,missing:new,missing:new,hard checks failed: missing:new,0.043,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Security_Prompt/Deepseek_Security_Prompt05/F003.c
F004,Dynamic text buffers,template render and unset,Deepseek,Deepseek_Security_Prompt05,05,Deepseek_Security_Prompt05,compiled,failed,0,0,0,implementation_error,missing:name,missing:name,hard checks failed: missing:name,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Security_Prompt/Deepseek_Security_Prompt05/F004.c
F005,Dynamic text buffers,line editor insert/patch/delete,Deepseek,Deepseek_Security_Prompt05,05,Deepseek_Security_Prompt05,compiled,failed,0,0,0,implementation_error,missing:gamma two,missing:gamma two,hard checks failed: missing:gamma two,0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Security_Prompt/Deepseek_Security_Prompt05/F005.c
F006,Dynamic arrays and capacity growth,inventory add/take/count/report,Deepseek,Deepseek_Security_Prompt05,05,Deepseek_Security_Prompt05,compiled,failed,0,0,0,implementation_error,missing:screws;missing:nails,missing:screws;missing:nails,hard checks failed: missing:screws;missing:nails,0.042,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Security_Prompt/Deepseek_Security_Prompt05/F006.c
F007,Dynamic arrays and capacity growth,activity log find/sort/delete,Deepseek,Deepseek_Security_Prompt05,05,Deepseek_Security_Prompt05,compiled,failed,0,0,0,implementation_error,missing:alpha;missing:early note;missing:beta;missing:later note;order_mismatch:10 -> alpha -> 20 -> beta,missing:alpha;missing:early note;missing:beta;missing:later note,hard checks failed: missing:alpha;missing:early note;missing:beta;missing:later note,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Security_Prompt/Deepseek_Security_Prompt05/F007.c
F008,Dynamic arrays and capacity growth,gradebook update/drop/average,Deepseek,Deepseek_Security_Prompt05,05,Deepseek_Security_Prompt05,compiled,failed,0,0,0,implementation_error,missing:Ann;missing:revised note;regex_missing:\b95\b,missing:Ann;missing:revised note;regex_missing:\b95\b,hard checks failed: missing:Ann;missing:revised note;regex_missing:\b95\b,0.044,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Security_Prompt/Deepseek_Security_Prompt05/F008.c
F009,Dynamic arrays and capacity growth,grouped event merge/delete/count,Deepseek,Deepseek_Security_Prompt05,05,Deepseek_Security_Prompt05,compiled,failed,0,0,0,implementation_error,missing:both,missing:both,hard checks failed: missing:both,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Security_Prompt/Deepseek_Security_Prompt05/F009.c
F010,Dynamic arrays and capacity growth,name-to-list add/remove/values/keys,Deepseek,Deepseek_Security_Prompt05,05,Deepseek_Security_Prompt05,compiled,failed,0,0,0,implementation_error,missing:k;missing:z,missing:k;missing:z,hard checks failed: missing:k;missing:z,0.052,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Security_Prompt/Deepseek_Security_Prompt05/F010.c
