file,line,severity,confidence,domain,subdomain,category,check_id,message,evidence
/home/yichen/Desktop/Qwen_GSCP08/F001.c,47,medium,review,memory,memory_string,dangerous_function,dangerous_function:sprintf,sprintf writes without an explicit destination size,"sprintf(new_text, ""%s %s"", p->text, text);"
/home/yichen/Desktop/Qwen_GSCP08/F001.c,101,medium,review,memory,memory_copy,memory,dangerous_function:memmove,memmove requires a destination bound that is not proven here,"while (text[0] == ' ') memmove(text, text + 1, strlen(text));"
/home/yichen/Desktop/Qwen_GSCP08/F001.c,24,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,p = malloc(sizeof(Para));
/home/yichen/Desktop/Qwen_GSCP08/F001.c,25,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,p->id = strdup(id);
/home/yichen/Desktop/Qwen_GSCP08/F001.c,37,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,p->text = strdup(text);
/home/yichen/Desktop/Qwen_GSCP08/F001.c,46,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *new_text = malloc(strlen(p->text) + strlen(text) + 2);
/home/yichen/Desktop/Qwen_GSCP08/F001.c,56,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,p->text = strdup(text);
/home/yichen/Desktop/Qwen_GSCP08/F001.c,101,medium,confirmed,memory,memory_copy,memory,tainted_sink:memmove,externally controlled input appears to reach memmove argument 2,"while (text[0] == ' ') memmove(text, text + 1, strlen(text));"
/home/yichen/Desktop/Qwen_GSCP08/F002.c,52,medium,review,memory,memory_string,dangerous_function,dangerous_function:sprintf,sprintf writes without an explicit destination size,"sprintf(buf, ""%s %s"", tag1->msgs->text, tag2->msgs->text);"
/home/yichen/Desktop/Qwen_GSCP08/F002.c,104,medium,review,memory,memory_copy,memory,dangerous_function:memmove,memmove requires a destination bound that is not proven here,"while (text[0] == ' ') memmove(text, text + 1, strlen(text));"
/home/yichen/Desktop/Qwen_GSCP08/F002.c,30,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,t->name = strdup(tag);
/home/yichen/Desktop/Qwen_GSCP08/F002.c,35,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,Msg *m = malloc(sizeof(Msg));
/home/yichen/Desktop/Qwen_GSCP08/F002.c,36,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,m->text = strdup(text);
/home/yichen/Desktop/Qwen_GSCP08/F002.c,51,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *buf = malloc(strlen(tag1->msgs->text) + strlen(tag2->msgs->text) + 2);
/home/yichen/Desktop/Qwen_GSCP08/F002.c,104,medium,confirmed,memory,memory_copy,memory,tainted_sink:memmove,externally controlled input appears to reach memmove argument 2,"while (text[0] == ' ') memmove(text, text + 1, strlen(text));"
/home/yichen/Desktop/Qwen_GSCP08/F003.c,84,medium,review,memory,memory_copy,memory,dangerous_function:memmove,memmove requires a destination bound that is not proven here,"while (text[0] == ' ') memmove(text, text + 1, strlen(text));"
/home/yichen/Desktop/Qwen_GSCP08/F003.c,24,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,a = malloc(sizeof(Alias));
/home/yichen/Desktop/Qwen_GSCP08/F003.c,25,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,a->name = strdup(name);
/home/yichen/Desktop/Qwen_GSCP08/F003.c,31,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,a->expansion = strdup(exp);
/home/yichen/Desktop/Qwen_GSCP08/F003.c,48,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,a->name = strdup(new_name);
/home/yichen/Desktop/Qwen_GSCP08/F003.c,84,medium,confirmed,memory,memory_copy,memory,tainted_sink:memmove,externally controlled input appears to reach memmove argument 2,"while (text[0] == ' ') memmove(text, text + 1, strlen(text));"
/home/yichen/Desktop/Qwen_GSCP08/F004.c,60,low,review,memory,memory_string,memory,dangerous_function:strncpy,strncpy can leave the destination unterminated unless null termination is proven,"strncpy(key, t + 1, end - t - 1);"
/home/yichen/Desktop/Qwen_GSCP08/F004.c,64,medium,review,memory,memory_string,dangerous_function,dangerous_function:strcpy,strcpy is used without a proven safe source/destination bound,"strcpy(p, v->value);"
/home/yichen/Desktop/Qwen_GSCP08/F004.c,90,medium,review,memory,memory_copy,memory,dangerous_function:memmove,memmove requires a destination bound that is not proven here,"while (text[0] == ' ') memmove(text, text + 1, strlen(text));"
/home/yichen/Desktop/Qwen_GSCP08/F004.c,24,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,v = malloc(sizeof(Var));
/home/yichen/Desktop/Qwen_GSCP08/F004.c,25,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,v->key = strdup(key);
/home/yichen/Desktop/Qwen_GSCP08/F004.c,31,medium,likely,memory,memory_heap,memory,unchecked_allocation:strdup,strdup result does not appear to be checked for NULL nearby,v->value = strdup(value);
/home/yichen/Desktop/Qwen_GSCP08/F004.c,52,medium,likely,memory,memory_heap,memory,unchecked_allocation:malloc,malloc result does not appear to be checked for NULL nearby,char *out = malloc(strlen(text) * 2 + 1);
/home/yichen/Desktop/Qwen_GSCP08/F004.c,52,medium,review,memory,memory_integer,integer,allocation_size_without_overflow_guard,allocation size multiplication has no visible overflow guard,char *out = malloc(strlen(text) * 2 + 1);
