task_id,task_category,case_name,model,prompt_type,run_id,source_label,compile_status,run_status,passed,test_match,hard_checks_passed,functional_category,failure_reasons,hard_failure_reasons,classification_reason,compile_sec,runtime_sec,source_file
F001,Dynamic text buffers,paragraph notebook add/append/delete/list,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F001.c
F002,Dynamic text buffers,tag collector concat/remove/report,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compile_failed,not_run,0,0,0,implementation_error,compile_failed,compile_failed,compile did not produce a runnable program,0.015,,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F002.c
F003,Dynamic text buffers,alias define/rename/erase/dump,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F003.c
F004,Dynamic text buffers,template render and unset,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F004.c
F005,Dynamic text buffers,line editor insert/patch/delete,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.041,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F005.c
F006,Dynamic arrays and capacity growth,inventory add/take/count/report,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.040,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F006.c
F007,Dynamic arrays and capacity growth,activity log find/sort/delete,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.041,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F007.c
F008,Dynamic arrays and capacity growth,gradebook update/drop/average,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.040,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F008.c
F009,Dynamic arrays and capacity growth,grouped event merge/delete/count,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.040,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F009.c
F010,Dynamic arrays and capacity growth,name-to-list add/remove/values/keys,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F010.c
F011,Ownership and lifetime workflows,draft revise/discard/restore,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.041,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F011.c
F012,Ownership and lifetime workflows,checkout queue serve/cancel/rejoin,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,failed,0,0,1,acceptable_difference,order_mismatch:Bob -> second note -> Ann -> Bob,,hard checks passed; strict test checks differed: order_mismatch:Bob -> second note -> Ann -> Bob,0.043,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F012.c
F013,Ownership and lifetime workflows,task mover todo/doing/done,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,failed,0,0,0,implementation_error,nonzero_exit:-11;missing:build;missing:write code;missing:doing;missing:done;order_mismatch:doing -> done,nonzero_exit:-11;missing:build;missing:write code;missing:doing;missing:done,hard checks failed: nonzero_exit:-11;missing:build;missing:write code;missing:doing;missing:done,0.046,1.108,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F013.c
F014,Ownership and lifetime workflows,label tracker unlabel/delete,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.047,0.003,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F014.c
F015,Ownership and lifetime workflows,contact note/merge/delete,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.057,0.002,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F015.c
F016,File and line parsing,contact importer load/add/delete/report,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.067,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F016.c
F017,File and line parsing,config editor load/set/unset/write,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.058,0.003,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F017.c
F018,File and line parsing,word frequency load/remove/top,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.055,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F018.c
F019,File and line parsing,transaction journal balance/reverse,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.053,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F019.c
F020,File and line parsing,chunked catalog find/delete/add/print,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,failed,0,0,0,implementation_error,missing:Gamma,missing:Gamma,hard checks failed: missing:Gamma,0.052,0.003,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F020.c
F021,Nested records and multi-field ownership,recipe ingredient add/remove/show,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.052,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F021.c
F022,Nested records and multi-field ownership,project task move/done/report,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,failed,0,0,0,implementation_error,nonzero_exit:-11;missing:p2;missing:t1;missing:note one;missing:done,nonzero_exit:-11;missing:p2;missing:t1;missing:note one;missing:done,hard checks failed: nonzero_exit:-11;missing:p2;missing:t1;missing:note one;missing:done,0.057,1.141,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F022.c
F023,Nested records and multi-field ownership,mailbox tag/search/delete/report,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,failed,0,0,1,acceptable_difference,missing:work,,hard checks passed; strict test checks differed: missing:work,0.073,0.003,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F023.c
F024,Nested records and multi-field ownership,bibliography author remove/find/list,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.058,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F024.c
F025,Nested records and multi-field ownership,classroom transfer/drop/print,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,failed,0,0,0,implementation_error,nonzero_exit:-11;missing:c2;missing:Ann;missing:note one,nonzero_exit:-11;missing:c2;missing:Ann;missing:note one,hard checks failed: nonzero_exit:-11;missing:c2;missing:Ann;missing:note one,0.048,1.118,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F025.c
F026,"Sorting, filtering, and bulk operations",filtered notes find/keep/print,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F026.c
F027,"Sorting, filtering, and bulk operations",priority reminders bump/top/remove,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F027.c
F028,"Sorting, filtering, and bulk operations",route planner insert/move/find/print,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F028.c
F029,"Sorting, filtering, and bulk operations",duplicate cleaner dedup/delete/find,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F029.c
F030,"Sorting, filtering, and bulk operations",rename table apply/swap/delete,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F030.c
F031,Failure paths and cleanup,batch importer all-or-nothing,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,failed,0,0,0,implementation_error,nonzero_exit:-11;missing:a;missing:note one;missing:b;missing:note two,nonzero_exit:-11;missing:a;missing:note one;missing:b;missing:note two,hard checks failed: nonzero_exit:-11;missing:a;missing:note one;missing:b;missing:note two,0.044,1.116,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F031.c
F032,Failure paths and cleanup,transactional settings abort/commit,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.052,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F032.c
F033,Failure paths and cleanup,employee update/delete/list,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F033.c
F034,Failure paths and cleanup,replace-from-file note store load,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F034.c
F035,Failure paths and cleanup,copy queue clone/run/list,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.046,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F035.c
F036,Length and numeric size calculations,length-prefixed records,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F036.c
F037,Length and numeric size calculations,hex buffer append/slice/list,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.050,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F037.c
F038,Length and numeric size calculations,run-length decoder oversized reject,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.043,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F038.c
F039,Length and numeric size calculations,counted table set/get/delete,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.046,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F039.c
F040,Length and numeric size calculations,packet cache lengths/stats/drop,Deepseek,Baseline,01,Deepseek_Baseline_Code01,compiled,passed,1,1,1,test_match,,,,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_Baseline_Code/Deepseek_Baseline_Code01/F040.c
