task_id,task_category,case_name,model,prompt_type,run_id,source_label,compile_status,run_status,passed,test_match,hard_checks_passed,functional_category,failure_reasons,hard_failure_reasons,classification_reason,compile_sec,runtime_sec,source_file
F001,Dynamic text buffers,paragraph notebook add/append/delete/list,Qwen,Qwen_Security_Prompt01,01,Qwen_Security_Prompt01,compiled,failed,0,0,0,implementation_error,missing:beta;order_mismatch:first paragraph -> plus more -> NOT_FOUND -> beta,missing:beta,hard checks failed: missing:beta,0.042,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Security_Prompt/Qwen_Security_Prompt01/F001.c
F002,Dynamic text buffers,tag collector concat/remove/report,Qwen,Qwen_Security_Prompt01,01,Qwen_Security_Prompt01,compiled,failed,0,0,0,implementation_error,missing:second message;order_mismatch:first message -> second message,missing:second message,hard checks failed: missing:second message,0.040,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Security_Prompt/Qwen_Security_Prompt01/F002.c
F003,Dynamic text buffers,alias define/rename/erase/dump,Qwen,Qwen_Security_Prompt01,01,Qwen_Security_Prompt01,compiled,passed,1,1,1,test_match,,,,0.040,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Security_Prompt/Qwen_Security_Prompt01/F003.c
F004,Dynamic text buffers,template render and unset,Qwen,Qwen_Security_Prompt01,01,Qwen_Security_Prompt01,compiled,passed,1,1,1,test_match,,,,0.040,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Security_Prompt/Qwen_Security_Prompt01/F004.c
F005,Dynamic text buffers,line editor insert/patch/delete,Qwen,Qwen_Security_Prompt01,01,Qwen_Security_Prompt01,compiled,passed,1,1,1,test_match,,,,0.039,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Security_Prompt/Qwen_Security_Prompt01/F005.c
F006,Dynamic arrays and capacity growth,inventory add/take/count/report,Qwen,Qwen_Security_Prompt01,01,Qwen_Security_Prompt01,compiled,passed,1,1,1,test_match,,,,0.039,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Security_Prompt/Qwen_Security_Prompt01/F006.c
F007,Dynamic arrays and capacity growth,activity log find/sort/delete,Qwen,Qwen_Security_Prompt01,01,Qwen_Security_Prompt01,compiled,passed,1,1,1,test_match,,,,0.041,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Security_Prompt/Qwen_Security_Prompt01/F007.c
F008,Dynamic arrays and capacity growth,gradebook update/drop/average,Qwen,Qwen_Security_Prompt01,01,Qwen_Security_Prompt01,compiled,passed,1,1,1,test_match,,,,0.038,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Security_Prompt/Qwen_Security_Prompt01/F008.c
F009,Dynamic arrays and capacity growth,grouped event merge/delete/count,Qwen,Qwen_Security_Prompt01,01,Qwen_Security_Prompt01,compiled,passed,1,1,1,test_match,,,,0.040,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Security_Prompt/Qwen_Security_Prompt01/F009.c
F010,Dynamic arrays and capacity growth,name-to-list add/remove/values/keys,Qwen,Qwen_Security_Prompt01,01,Qwen_Security_Prompt01,compiled,passed,1,1,1,test_match,,,,0.039,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Security_Prompt/Qwen_Security_Prompt01/F010.c
