task_id,task_category,case_name,model,prompt_type,run_id,source_label,compile_status,run_status,passed,test_match,hard_checks_passed,functional_category,failure_reasons,hard_failure_reasons,classification_reason,compile_sec,runtime_sec,source_file
F001,Dynamic text buffers,paragraph notebook add/append/delete/list,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.049,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F001.c
F002,Dynamic text buffers,tag collector concat/remove/report,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,0,implementation_error,missing:first message;missing:second message;order_mismatch:first message -> second message,missing:first message;missing:second message,hard checks failed: missing:first message;missing:second message,0.048,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F002.c
F003,Dynamic text buffers,alias define/rename/erase/dump,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F003.c
F004,Dynamic text buffers,template render and unset,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,0,implementation_error,missing:Hello Alice in Paris and {missing};missing:City is {city},missing:Hello Alice in Paris and {missing};missing:City is {city},hard checks failed: missing:Hello Alice in Paris and {missing};missing:City is {city},0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F004.c
F005,Dynamic text buffers,line editor insert/patch/delete,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.046,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F005.c
F006,Dynamic arrays and capacity growth,inventory add/take/count/report,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F006.c
F007,Dynamic arrays and capacity growth,activity log find/sort/delete,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.052,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F007.c
F008,Dynamic arrays and capacity growth,gradebook update/drop/average,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,0,implementation_error,missing:revised note,missing:revised note,hard checks failed: missing:revised note,0.050,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F008.c
F009,Dynamic arrays and capacity growth,grouped event merge/delete/count,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.053,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F009.c
F010,Dynamic arrays and capacity growth,name-to-list add/remove/values/keys,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.049,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F010.c
F011,Ownership and lifetime workflows,draft revise/discard/restore,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.048,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F011.c
F012,Ownership and lifetime workflows,checkout queue serve/cancel/rejoin,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,1,acceptable_difference,order_mismatch:Bob -> second note -> Ann -> Bob,,hard checks passed; strict test checks differed: order_mismatch:Bob -> second note -> Ann -> Bob,0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F012.c
F013,Ownership and lifetime workflows,task mover todo/doing/done,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.051,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F013.c
F014,Ownership and lifetime workflows,label tracker unlabel/delete,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.052,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F014.c
F015,Ownership and lifetime workflows,contact note/merge/delete,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,0,implementation_error,missing:first note;missing:second note,missing:first note;missing:second note,hard checks failed: missing:first note;missing:second note,0.056,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F015.c
F016,File and line parsing,contact importer load/add/delete/report,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.052,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F016.c
F017,File and line parsing,config editor load/set/unset/write,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.050,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F017.c
F018,File and line parsing,word frequency load/remove/top,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.048,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F018.c
F019,File and line parsing,transaction journal balance/reverse,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.052,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F019.c
F020,File and line parsing,chunked catalog find/delete/add/print,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,0,implementation_error,missing:Gamma;missing:new body;unexpected:Beta;unexpected:three,missing:Gamma;missing:new body;unexpected:Beta;unexpected:three,hard checks failed: missing:Gamma;missing:new body;unexpected:Beta;unexpected:three,0.049,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F020.c
F021,Nested records and multi-field ownership,recipe ingredient add/remove/show,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.054,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F021.c
F022,Nested records and multi-field ownership,project task move/done/report,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,0,implementation_error,missing:t1;missing:note one;missing:done,missing:t1;missing:note one;missing:done,hard checks failed: missing:t1;missing:note one;missing:done,0.054,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F022.c
F023,Nested records and multi-field ownership,mailbox tag/search/delete/report,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,0,implementation_error,missing:work;missing:home,missing:home,hard checks failed: missing:home,0.056,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F023.c
F024,Nested records and multi-field ownership,bibliography author remove/find/list,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.050,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F024.c
F025,Nested records and multi-field ownership,classroom transfer/drop/print,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.053,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F025.c
F026,"Sorting, filtering, and bulk operations",filtered notes find/keep/print,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F026.c
F027,"Sorting, filtering, and bulk operations",priority reminders bump/top/remove,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,0,implementation_error,missing:note two,missing:note two,hard checks failed: missing:note two,0.056,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F027.c
F028,"Sorting, filtering, and bulk operations",route planner insert/move/find/print,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.053,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F028.c
F029,"Sorting, filtering, and bulk operations",duplicate cleaner dedup/delete/find,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.053,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F029.c
F030,"Sorting, filtering, and bulk operations",rename table apply/swap/delete,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,1,acceptable_difference,missing:the dog sat,,hard checks passed; strict test checks differed: missing:the dog sat,0.050,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F030.c
F031,Failure paths and cleanup,batch importer all-or-nothing,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,0,implementation_error,missing:note two;unexpected:note three,missing:note two;unexpected:note three,hard checks failed: missing:note two;unexpected:note three,0.051,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F031.c
F032,Failure paths and cleanup,transactional settings abort/commit,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.056,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F032.c
F033,Failure paths and cleanup,employee update/delete/list,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,0,implementation_error,missing:1,missing:1,hard checks failed: missing:1,0.052,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F033.c
F034,Failure paths and cleanup,replace-from-file note store load,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.052,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F034.c
F035,Failure paths and cleanup,copy queue clone/run/list,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.050,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F035.c
F036,Length and numeric size calculations,length-prefixed records,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,failed,0,0,0,implementation_error,missing:hello;missing:r1,missing:hello;missing:r1,hard checks failed: missing:hello;missing:r1,0.049,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F036.c
F037,Length and numeric size calculations,hex buffer append/slice/list,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.053,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F037.c
F038,Length and numeric size calculations,run-length decoder oversized reject,Deepseek,Security Design First,07,Deepseek_SDF07,compiled,passed,1,1,1,test_match,,,,0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF07/F038.c
