task_id,task_category,case_name,model,prompt_type,run_id,source_label,compile_status,run_status,passed,test_match,hard_checks_passed,functional_category,failure_reasons,hard_failure_reasons,classification_reason,compile_sec,runtime_sec,source_file
F001,Dynamic text buffers,paragraph notebook add/append/delete/list,Qwen,Baseline,04,Qwen_Baseline04,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Baseline_Code/Qwen_Baseline04/F001.c
F002,Dynamic text buffers,tag collector concat/remove/report,Qwen,Baseline,04,Qwen_Baseline04,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Baseline_Code/Qwen_Baseline04/F002.c
F003,Dynamic text buffers,alias define/rename/erase/dump,Qwen,Baseline,04,Qwen_Baseline04,compiled,passed,1,1,1,test_match,,,,0.040,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Baseline_Code/Qwen_Baseline04/F003.c
F004,Dynamic text buffers,template render and unset,Qwen,Baseline,04,Qwen_Baseline04,compiled,passed,1,1,1,test_match,,,,0.041,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Baseline_Code/Qwen_Baseline04/F004.c
F005,Dynamic text buffers,line editor insert/patch/delete,Qwen,Baseline,04,Qwen_Baseline04,compiled,passed,1,1,1,test_match,,,,0.041,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Baseline_Code/Qwen_Baseline04/F005.c
F006,Dynamic arrays and capacity growth,inventory add/take/count/report,Qwen,Baseline,04,Qwen_Baseline04,compiled,passed,1,1,1,test_match,,,,0.040,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Baseline_Code/Qwen_Baseline04/F006.c
F007,Dynamic arrays and capacity growth,activity log find/sort/delete,Qwen,Baseline,04,Qwen_Baseline04,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Baseline_Code/Qwen_Baseline04/F007.c
F008,Dynamic arrays and capacity growth,gradebook update/drop/average,Qwen,Baseline,04,Qwen_Baseline04,compiled,passed,1,1,1,test_match,,,,0.043,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Baseline_Code/Qwen_Baseline04/F008.c
F009,Dynamic arrays and capacity growth,grouped event merge/delete/count,Qwen,Baseline,04,Qwen_Baseline04,compiled,passed,1,1,1,test_match,,,,0.046,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Baseline_Code/Qwen_Baseline04/F009.c
F010,Dynamic arrays and capacity growth,name-to-list add/remove/values/keys,Qwen,Baseline,04,Qwen_Baseline04,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Baseline_Code/Qwen_Baseline04/F010.c
F011,Ownership and lifetime workflows,draft revise/discard/restore,Qwen,Baseline,04,Qwen_Baseline04,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_Baseline_Code/Qwen_Baseline04/F011.c
