file,tool,attempted,status,success,returncode,finding_count,line,severity,check_id,message,evidence,log_path
/home/yichen/Desktop/Deepseek_Security_Prompt05/F001.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F001_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F002.c,clang_analyzer,True,failed,False,1,1,80,error,clang_analyzer_error,conflicting types for 'find_tag',/home/yichen/Desktop/Deepseek_Security_Prompt05/F002.c:80:6: error: conflicting types for 'find_tag',/home/yichen/Desktop/Deepseek_Security_Results05/logs/F002_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F003.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F003_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F004.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F004_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F005.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F005_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F006.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F006_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F007.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F007_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F008.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F008_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F009.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F009_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F010.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F010_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F011.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F011_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F012.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F012_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F013.c,clang_analyzer,True,success,True,0,3,121,warning,unix.Malloc,Use of memory after it is freed,/home/yichen/Desktop/Deepseek_Security_Prompt05/F013.c:121:43: warning: Use of memory after it is freed [unix.Malloc],/home/yichen/Desktop/Deepseek_Security_Results05/logs/F013_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F013.c,clang_analyzer,True,success,True,0,3,122,warning,unix.Malloc,Use of memory after it is freed,/home/yichen/Desktop/Deepseek_Security_Prompt05/F013.c:122:46: warning: Use of memory after it is freed [unix.Malloc],/home/yichen/Desktop/Deepseek_Security_Results05/logs/F013_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F013.c,clang_analyzer,True,success,True,0,3,123,warning,unix.Malloc,Use of memory after it is freed,/home/yichen/Desktop/Deepseek_Security_Prompt05/F013.c:123:43: warning: Use of memory after it is freed [unix.Malloc],/home/yichen/Desktop/Deepseek_Security_Results05/logs/F013_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F014.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F014_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F015.c,clang_analyzer,True,failed,False,1,2,54,error,-Wimplicit-function-declaration,call to undeclared function 'delete_contact'; ISO C99 and later do not support implicit function declarations,/home/yichen/Desktop/Deepseek_Security_Prompt05/F015.c:54:5: error: call to undeclared function 'delete_contact'; ISO C99 and later do not support implicit function declarations [-Wimplicit-function-declaration],/home/yichen/Desktop/Deepseek_Security_Results05/logs/F015_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F015.c,clang_analyzer,True,failed,False,1,2,57,error,clang_analyzer_error,conflicting types for 'delete_contact',/home/yichen/Desktop/Deepseek_Security_Prompt05/F015.c:57:6: error: conflicting types for 'delete_contact',/home/yichen/Desktop/Deepseek_Security_Results05/logs/F015_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F016.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F016_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F017.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F017_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F018.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F018_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F019.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F019_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F020.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F020_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F021.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F021_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F022.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F022_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F023.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F023_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F024.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F024_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F025.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F025_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F026.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F026_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F027.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Deepseek_Security_Results05/logs/F027_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F028.c,clang_analyzer,True,success,True,0,3,34,warning,core.NullDereference,Dereference of null pointer,/home/yichen/Desktop/Deepseek_Security_Prompt05/F028.c:34:28: warning: Dereference of null pointer [core.NullDereference],/home/yichen/Desktop/Deepseek_Security_Results05/logs/F028_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F028.c,clang_analyzer,True,success,True,0,3,65,warning,core.CallAndMessage,1st function call argument is an uninitialized value,/home/yichen/Desktop/Deepseek_Security_Prompt05/F028.c:65:5: warning: 1st function call argument is an uninitialized value [core.CallAndMessage],/home/yichen/Desktop/Deepseek_Security_Results05/logs/F028_clang_analyzer.log
/home/yichen/Desktop/Deepseek_Security_Prompt05/F028.c,clang_analyzer,True,success,True,0,3,77,warning,core.NullDereference,Dereference of null pointer,/home/yichen/Desktop/Deepseek_Security_Prompt05/F028.c:77:20: warning: Dereference of null pointer [core.NullDereference],/home/yichen/Desktop/Deepseek_Security_Results05/logs/F028_clang_analyzer.log
