task_id,task_category,case_name,model,prompt_type,run_id,source_label,compile_status,run_status,passed,test_match,hard_checks_passed,functional_category,failure_reasons,hard_failure_reasons,classification_reason,compile_sec,runtime_sec,source_file
F001,Dynamic text buffers,paragraph notebook add/append/delete/list,Deepseek,General Secure C Principles,06,Deepseek_GSCP06,compiled,failed,0,0,0,implementation_error,missing:beta;order_mismatch:first paragraph -> plus more -> NOT_FOUND -> beta,missing:beta,hard checks failed: missing:beta,0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_GSCP_Code/Deepseek_GSCP06/F001.c
F002,Dynamic text buffers,tag collector concat/remove/report,Deepseek,General Secure C Principles,06,Deepseek_GSCP06,compiled,failed,0,0,0,implementation_error,missing:both,missing:both,hard checks failed: missing:both,0.046,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_GSCP_Code/Deepseek_GSCP06/F002.c
F003,Dynamic text buffers,alias define/rename/erase/dump,Deepseek,General Secure C Principles,06,Deepseek_GSCP06,compiled,failed,0,0,0,implementation_error,missing:new,missing:new,hard checks failed: missing:new,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_GSCP_Code/Deepseek_GSCP06/F003.c
F004,Dynamic text buffers,template render and unset,Deepseek,General Secure C Principles,06,Deepseek_GSCP06,compiled,failed,0,0,0,implementation_error,missing:name,missing:name,hard checks failed: missing:name,0.050,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_GSCP_Code/Deepseek_GSCP06/F004.c
F005,Dynamic text buffers,line editor insert/patch/delete,Deepseek,General Secure C Principles,06,Deepseek_GSCP06,compiled,failed,0,0,0,implementation_error,missing:gamma two,missing:gamma two,hard checks failed: missing:gamma two,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_GSCP_Code/Deepseek_GSCP06/F005.c
F006,Dynamic arrays and capacity growth,inventory add/take/count/report,Deepseek,General Secure C Principles,06,Deepseek_GSCP06,compiled,failed,0,0,0,implementation_error,missing:screws;missing:nails,missing:screws;missing:nails,hard checks failed: missing:screws;missing:nails,0.044,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_GSCP_Code/Deepseek_GSCP06/F006.c
F007,Dynamic arrays and capacity growth,activity log find/sort/delete,Deepseek,General Secure C Principles,06,Deepseek_GSCP06,compiled,passed,1,1,1,test_match,,,,0.048,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_GSCP_Code/Deepseek_GSCP06/F007.c
F008,Dynamic arrays and capacity growth,gradebook update/drop/average,Deepseek,General Secure C Principles,06,Deepseek_GSCP06,compiled,failed,0,0,0,implementation_error,missing:Ann;missing:revised note;regex_missing:\b95\b,missing:Ann;missing:revised note;regex_missing:\b95\b,hard checks failed: missing:Ann;missing:revised note;regex_missing:\b95\b,0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_GSCP_Code/Deepseek_GSCP06/F008.c
F009,Dynamic arrays and capacity growth,grouped event merge/delete/count,Deepseek,General Secure C Principles,06,Deepseek_GSCP06,compiled,failed,0,0,0,implementation_error,missing:both,missing:both,hard checks failed: missing:both,0.059,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_GSCP_Code/Deepseek_GSCP06/F009.c
F010,Dynamic arrays and capacity growth,name-to-list add/remove/values/keys,Deepseek,General Secure C Principles,06,Deepseek_GSCP06,compiled,failed,0,0,0,implementation_error,missing:k;missing:z,missing:k;missing:z,hard checks failed: missing:k;missing:z,0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_GSCP_Code/Deepseek_GSCP06/F010.c
