task_id,task_category,case_name,model,prompt_type,run_id,source_label,compile_status,run_status,passed,test_match,hard_checks_passed,functional_category,failure_reasons,hard_failure_reasons,classification_reason,compile_sec,runtime_sec,source_file
F001,Dynamic text buffers,paragraph notebook add/append/delete/list,Deepseek,Security Design First,08,Deepseek_SDF08,compiled,failed,0,0,0,implementation_error,missing:first paragraph;missing:plus more;missing:NOT_FOUND;missing:beta;order_mismatch:first paragraph -> plus more -> NOT_FOUND -> beta,missing:first paragraph;missing:plus more;missing:NOT_FOUND;missing:beta,hard checks failed: missing:first paragraph;missing:plus more;missing:NOT_FOUND;missing:beta,0.049,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF08/F001.c
F002,Dynamic text buffers,tag collector concat/remove/report,Deepseek,Security Design First,08,Deepseek_SDF08,compiled,failed,0,0,0,implementation_error,missing:first message;missing:both;order_mismatch:first message -> second message,missing:first message;missing:both,hard checks failed: missing:first message;missing:both,0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF08/F002.c
F003,Dynamic text buffers,alias define/rename/erase/dump,Deepseek,Security Design First,08,Deepseek_SDF08,compiled,failed,0,0,0,implementation_error,missing:new;order_mismatch:open file now -> open file now,missing:new,hard checks failed: missing:new,0.049,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF08/F003.c
F004,Dynamic text buffers,template render and unset,Deepseek,Security Design First,08,Deepseek_SDF08,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF08/F004.c
F005,Dynamic text buffers,line editor insert/patch/delete,Deepseek,Security Design First,08,Deepseek_SDF08,compiled,failed,0,0,0,implementation_error,unexpected:beta zero,unexpected:beta zero,hard checks failed: unexpected:beta zero,0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF08/F005.c
F006,Dynamic arrays and capacity growth,inventory add/take/count/report,Deepseek,Security Design First,08,Deepseek_SDF08,compiled,passed,1,1,1,test_match,,,,0.046,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF08/F006.c
F007,Dynamic arrays and capacity growth,activity log find/sort/delete,Deepseek,Security Design First,08,Deepseek_SDF08,compiled,passed,1,1,1,test_match,,,,0.047,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF08/F007.c
F008,Dynamic arrays and capacity growth,gradebook update/drop/average,Deepseek,Security Design First,08,Deepseek_SDF08,compiled,passed,1,1,1,test_match,,,,0.050,0.004,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF08/F008.c
F009,Dynamic arrays and capacity growth,grouped event merge/delete/count,Deepseek,Security Design First,08,Deepseek_SDF08,compiled,failed,0,0,0,implementation_error,missing:both;regex_missing:\b3\b,missing:both;regex_missing:\b3\b,hard checks failed: missing:both;regex_missing:\b3\b,0.050,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF08/F009.c
F010,Dynamic arrays and capacity growth,name-to-list add/remove/values/keys,Deepseek,Security Design First,08,Deepseek_SDF08,compiled,passed,1,1,1,test_match,,,,0.045,0.001,/home/yichen/Desktop/Code/Deepseek/Deepseek_SDF_Code/Deepseek_SDF08/F010.c
