task_id,task_category,case_name,model,prompt_type,run_id,source_label,compile_status,run_status,passed,test_match,hard_checks_passed,functional_category,failure_reasons,hard_failure_reasons,classification_reason,compile_sec,runtime_sec,source_file
F001,Dynamic text buffers,paragraph notebook add/append/delete/list,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,failed,0,0,0,implementation_error,missing:beta;order_mismatch:first paragraph -> plus more -> NOT_FOUND -> beta,missing:beta,hard checks failed: missing:beta,0.045,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F001.c
F002,Dynamic text buffers,tag collector concat/remove/report,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,failed,0,0,0,implementation_error,missing:first message;missing:second message;order_mismatch:first message -> second message,missing:first message;missing:second message,hard checks failed: missing:first message;missing:second message,0.041,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F002.c
F003,Dynamic text buffers,alias define/rename/erase/dump,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.040,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F003.c
F004,Dynamic text buffers,template render and unset,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,failed,0,0,0,implementation_error,missing:Hello Alice in Paris and {missing};missing:City is {city},missing:Hello Alice in Paris and {missing};missing:City is {city},hard checks failed: missing:Hello Alice in Paris and {missing};missing:City is {city},0.040,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F004.c
F005,Dynamic text buffers,line editor insert/patch/delete,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.039,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F005.c
F006,Dynamic arrays and capacity growth,inventory add/take/count/report,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.039,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F006.c
F007,Dynamic arrays and capacity growth,activity log find/sort/delete,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.040,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F007.c
F008,Dynamic arrays and capacity growth,gradebook update/drop/average,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.039,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F008.c
F009,Dynamic arrays and capacity growth,grouped event merge/delete/count,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.048,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F009.c
F010,Dynamic arrays and capacity growth,name-to-list add/remove/values/keys,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F010.c
F011,Ownership and lifetime workflows,draft revise/discard/restore,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F011.c
F012,Ownership and lifetime workflows,checkout queue serve/cancel/rejoin,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,failed,0,0,0,implementation_error,missing:first note;order_mismatch:Bob -> second note -> Ann -> Bob,missing:first note,hard checks failed: missing:first note,0.042,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F012.c
F013,Ownership and lifetime workflows,task mover todo/doing/done,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.047,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F013.c
F014,Ownership and lifetime workflows,label tracker unlabel/delete,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F014.c
F015,Ownership and lifetime workflows,contact note/merge/delete,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,failed,0,0,0,implementation_error,missing:first note;missing:second note,missing:first note;missing:second note,hard checks failed: missing:first note;missing:second note,0.043,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F015.c
F016,File and line parsing,contact importer load/add/delete/report,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F016.c
F017,File and line parsing,config editor load/set/unset/write,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.042,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F017.c
F018,File and line parsing,word frequency load/remove/top,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.049,0.004,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F018.c
F019,File and line parsing,transaction journal balance/reverse,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.055,0.003,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F019.c
F020,File and line parsing,chunked catalog find/delete/add/print,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.055,0.002,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F020.c
F021,Nested records and multi-field ownership,recipe ingredient add/remove/show,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.057,0.005,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F021.c
F022,Nested records and multi-field ownership,project task move/done/report,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,failed,0,0,0,implementation_error,missing:note one;missing:done,missing:note one;missing:done,hard checks failed: missing:note one;missing:done,0.062,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F022.c
F023,Nested records and multi-field ownership,mailbox tag/search/delete/report,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,failed,0,0,0,implementation_error,missing:work;missing:home,missing:home,hard checks failed: missing:home,0.053,0.003,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F023.c
F024,Nested records and multi-field ownership,bibliography author remove/find/list,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.064,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F024.c
F025,Nested records and multi-field ownership,classroom transfer/drop/print,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,failed,0,0,0,implementation_error,missing:note one,missing:note one,hard checks failed: missing:note one,0.052,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F025.c
F026,"Sorting, filtering, and bulk operations",filtered notes find/keep/print,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.051,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F026.c
F027,"Sorting, filtering, and bulk operations",priority reminders bump/top/remove,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.045,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F027.c
F028,"Sorting, filtering, and bulk operations",route planner insert/move/find/print,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.044,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F028.c
F029,"Sorting, filtering, and bulk operations",duplicate cleaner dedup/delete/find,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,passed,1,1,1,test_match,,,,0.043,0.001,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F029.c
F030,"Sorting, filtering, and bulk operations",rename table apply/swap/delete,Qwen,General Secure C Principles,05,Qwen_GSCP05,compiled,failed,0,0,1,acceptable_difference,missing:the dog sat,,hard checks passed; strict test checks differed: missing:the dog sat,0.046,0.002,/home/yichen/Desktop/Code/Qwen/Qwen_GSCP_Code/Qwen_GSCP05/F030.c
